sentiment,id,date,query,user,text,bow
4,1685537254,Sun May 03 00:50:36 PDT 2009,NO_QUERY,nischalshetty,unitechy speakin marathi movies ve watched one quotshwaasquot absolutely loved hope u hve watched tht mulgi,"{'unitechy': 1, 'speakin': 1, 'marathi': 1, 'movies': 1, 've': 1, 'watched': 2, 'one': 1, 'quotshwaasquot': 1, 'absolutely': 1, 'loved': 1, 'hope': 1, 'u': 1, 'hve': 1, 'tht': 1, 'mulgi': 1}"
4,1685537270,Sun May 03 00:50:36 PDT 2009,NO_QUERY,craftycameleon,thank new followers tomorrow ll show new blog called quotpolymer clay cameleonquot m getting ready make original clay art,"{'thank': 1, 'new': 2, 'followers': 1, 'tomorrow': 1, 'll': 1, 'show': 1, 'blog': 1, 'called': 1, 'quotpolymer': 1, 'clay': 2, 'cameleonquot': 1, 'm': 1, 'getting': 1, 'ready': 1, 'make': 1, 'original': 1, 'art': 1}"
4,1685537306,Sun May 03 00:50:36 PDT 2009,NO_QUERY,dannymcguffin,keykim go key cindy mighty asian thunder,"{'keykim': 1, 'go': 1, 'key': 1, 'cindy': 1, 'mighty': 1, 'asian': 1, 'thunder': 1}"
4,1685537329,Sun May 03 00:50:37 PDT 2009,NO_QUERY,Audiopimpstress,gmoreira001 fun tonight thanks,"{'gmoreira001': 1, 'fun': 1, 'tonight': 1, 'thanks': 1}"
4,1685537374,Sun May 03 00:50:38 PDT 2009,NO_QUERY,ArguellesMusic,re twitter,"{'re': 1, 'twitter': 1}"
4,1685537396,Sun May 03 00:50:38 PDT 2009,NO_QUERY,askBilal,khloekardashian khloe dear d love hear tao hear nyc ttyl,"{'khloekardashian': 1, 'khloe': 1, 'dear': 1, 'd': 1, 'love': 1, 'hear': 2, 'tao': 1, 'nyc': 1, 'ttyl': 1}"
4,1685537492,Sun May 03 00:50:39 PDT 2009,NO_QUERY,MarieHeden,hippikajee today going nothing yes first sunday like ever nothing,"{'hippikajee': 1, 'today': 1, 'going': 1, 'nothing': 2, 'yes': 1, 'first': 1, 'sunday': 1, 'like': 1, 'ever': 1}"
4,1685537497,Sun May 03 00:50:39 PDT 2009,NO_QUERY,ian_si,crayons used colouring books,"{'crayons': 1, 'used': 1, 'colouring': 1, 'books': 1}"
4,1685537528,Sun May 03 00:50:40 PDT 2009,NO_QUERY,joanneangeLo3,surfing net,"{'surfing': 1, 'net': 1}"
4,1685537580,Sun May 03 00:50:41 PDT 2009,NO_QUERY,Thatbeadgurl,louiedoodle yeah problems re ready know certain things takes time hey,"{'louiedoodle': 1, 'yeah': 1, 'problems': 1, 're': 1, 'ready': 1, 'know': 1, 'certain': 1, 'things': 1, 'takes': 1, 'time': 1, 'hey': 1}"
4,1685537583,Sun May 03 00:50:41 PDT 2009,NO_QUERY,mycahhhx3,feels good finally bed super long day np better way end holiday,"{'feels': 1, 'good': 1, 'finally': 1, 'bed': 1, 'super': 1, 'long': 1, 'day': 1, 'np': 1, 'better': 1, 'way': 1, 'end': 1, 'holiday': 1}"
4,1685537664,Sun May 03 00:50:43 PDT 2009,NO_QUERY,bjeld,rise shining listening new quot007 also gonna diequot tune going beach surf today,"{'rise': 1, 'shining': 1, 'listening': 1, 'new': 1, 'quot007': 1, 'also': 1, 'gonna': 1, 'diequot': 1, 'tune': 1, 'going': 1, 'beach': 1, 'surf': 1, 'today': 1}"
4,1685537784,Sun May 03 00:50:45 PDT 2009,NO_QUERY,awe_yeah,awesome cut bitch,"{'awesome': 1, 'cut': 1, 'bitch': 1}"
4,1685537797,Sun May 03 00:50:45 PDT 2009,NO_QUERY,trevwill,funny lemur video like move move,"{'funny': 1, 'lemur': 1, 'video': 1, 'like': 1, 'move': 2}"
4,1685537882,Sun May 03 00:50:47 PDT 2009,NO_QUERY,NooNoosMcD,good morning ball ipl yest taking easy today,"{'good': 1, 'morning': 1, 'ball': 1, 'ipl': 1, 'yest': 1, 'taking': 1, 'easy': 1, 'today': 1}"
4,1685537909,Sun May 03 00:50:47 PDT 2009,NO_QUERY,carrotcaker,updated multiply blog gabe saporta fantasies yiiiie iloveyou gaaaabe,"{'updated': 1, 'multiply': 1, 'blog': 1, 'gabe': 1, 'saporta': 1, 'fantasies': 1, 'yiiiie': 1, 'iloveyou': 1, 'gaaaabe': 1}"
4,1685537917,Sun May 03 00:50:47 PDT 2009,NO_QUERY,himbeerReis,breakfast highlander,"{'breakfast': 1, 'highlander': 1}"
4,1685538029,Sun May 03 00:50:49 PDT 2009,NO_QUERY,sunny525,daydreamlily thanks liss great blog mugs perfect idea friend upcoming birthdayanniversary,"{'daydreamlily': 1, 'thanks': 1, 'liss': 1, 'great': 1, 'blog': 1, 'mugs': 1, 'perfect': 1, 'idea': 1, 'friend': 1, 'upcoming': 1, 'birthdayanniversary': 1}"
4,1685538030,Sun May 03 00:50:49 PDT 2009,NO_QUERY,gabriella_93,hahah aww cat snoring,"{'hahah': 1, 'aww': 1, 'cat': 1, 'snoring': 1}"
4,1685538107,Sun May 03 00:50:50 PDT 2009,NO_QUERY,stevencutajar,satisfied recording session today,"{'satisfied': 1, 'recording': 1, 'session': 1, 'today': 1}"
4,1685538264,Sun May 03 00:50:53 PDT 2009,NO_QUERY,annabelle_j,capital quotequot empty purse mention already,"{'capital': 1, 'quotequot': 1, 'empty': 1, 'purse': 1, 'mention': 1, 'already': 1}"
4,1685538312,Sun May 03 00:50:54 PDT 2009,NO_QUERY,mcflyapril,writing english story involves hannahmcfly tommcfly peow peow,"{'writing': 1, 'english': 1, 'story': 1, 'involves': 1, 'hannahmcfly': 1, 'tommcfly': 1, 'peow': 2}"
4,1685538391,Sun May 03 00:50:56 PDT 2009,NO_QUERY,_veritas,gomezkun glad made safely good luck,"{'gomezkun': 1, 'glad': 1, 'made': 1, 'safely': 1, 'good': 1, 'luck': 1}"
4,1685538392,Sun May 03 00:50:56 PDT 2009,NO_QUERY,Mary0000,damn good weather cool walking park,"{'damn': 1, 'good': 1, 'weather': 1, 'cool': 1, 'walking': 1, 'park': 1}"
4,1685538405,Sun May 03 00:50:56 PDT 2009,NO_QUERY,Tiianaaa,beyy lmao sounds like miley wins kca ha,"{'beyy': 1, 'lmao': 1, 'sounds': 1, 'like': 1, 'miley': 1, 'wins': 1, 'kca': 1, 'ha': 1}"
4,1685538433,Sun May 03 00:50:56 PDT 2009,NO_QUERY,NaythenCash,cutiepie04ct lot work ladies look nice,"{'cutiepie04ct': 1, 'lot': 1, 'work': 1, 'ladies': 1, 'look': 1, 'nice': 1}"
4,1685538437,Sun May 03 00:50:56 PDT 2009,NO_QUERY,talkingROBOT,jessicabangbang thank,"{'jessicabangbang': 1, 'thank': 1}"
4,1685538483,Sun May 03 00:50:57 PDT 2009,NO_QUERY,gascony,sloweurope please add list re compiling ve missed far merci,"{'sloweurope': 1, 'please': 1, 'add': 1, 'list': 1, 're': 1, 'compiling': 1, 've': 1, 'missed': 1, 'far': 1, 'merci': 1}"
4,1685538524,Sun May 03 00:50:58 PDT 2009,NO_QUERY,lifeiskiwis,today ended okay yay awesome start looked like going shit day,"{'today': 1, 'ended': 1, 'okay': 1, 'yay': 1, 'awesome': 1, 'start': 1, 'looked': 1, 'like': 1, 'going': 1, 'shit': 1, 'day': 1}"
4,1685538579,Sun May 03 00:50:58 PDT 2009,NO_QUERY,Rakundo,optivflatworms looks nice,"{'optivflatworms': 1, 'looks': 1, 'nice': 1}"
4,1685538779,Sun May 03 00:51:02 PDT 2009,NO_QUERY,MrsVaught,khloekardashian fun gets crowded clubs las vegan try steer clear ha,"{'khloekardashian': 1, 'fun': 1, 'gets': 1, 'crowded': 1, 'clubs': 1, 'las': 1, 'vegan': 1, 'try': 1, 'steer': 1, 'clear': 1, 'ha': 1}"
4,1685538781,Sun May 03 00:51:02 PDT 2009,NO_QUERY,thecomicproject,ltte visceral mistake terrorists neutralized,"{'ltte': 1, 'visceral': 1, 'mistake': 1, 'terrorists': 1, 'neutralized': 1}"
4,1685538795,Sun May 03 00:51:02 PDT 2009,NO_QUERY,zeezart,nobodynobody perfecttherefore perfect,"{'nobodynobody': 1, 'perfecttherefore': 1, 'perfect': 1}"
4,1685538815,Sun May 03 00:51:03 PDT 2009,NO_QUERY,sdesic,jointhebar thing money nothing maybe dire straits song,"{'jointhebar': 1, 'thing': 1, 'money': 1, 'nothing': 1, 'maybe': 1, 'dire': 1, 'straits': 1, 'song': 1}"
4,1685538855,Sun May 03 00:51:03 PDT 2009,NO_QUERY,godsolite,finally delaware two hours til get beach,"{'finally': 1, 'delaware': 1, 'two': 1, 'hours': 1, 'til': 1, 'get': 1, 'beach': 1}"
4,1685538895,Sun May 03 00:51:04 PDT 2009,NO_QUERY,Meshlena,got go bed started 3 layouts code tomorrow,"{'got': 1, 'go': 1, 'bed': 1, 'started': 1, '3': 1, 'layouts': 1, 'code': 1, 'tomorrow': 1}"
4,1685538905,Sun May 03 00:51:04 PDT 2009,NO_QUERY,ekaJ9103,hahaha ok got bud played xbox360real one lol smoking cigarette sleep,"{'hahaha': 1, 'ok': 1, 'got': 1, 'bud': 1, 'played': 1, 'xbox360real': 1, 'one': 1, 'lol': 1, 'smoking': 1, 'cigarette': 1, 'sleep': 1}"
4,1685539005,Sun May 03 00:51:06 PDT 2009,NO_QUERY,NarcissticBeaut,josephvelasquez omg knooooooooow sooo much fun,"{'josephvelasquez': 1, 'omg': 1, 'knooooooooow': 1, 'sooo': 1, 'much': 1, 'fun': 1}"
4,1685539023,Sun May 03 00:51:06 PDT 2009,NO_QUERY,danniieebaybee,taylorswift13 heyy love music lt3 x plz follow,"{'taylorswift13': 1, 'heyy': 1, 'love': 1, 'music': 1, 'lt3': 1, 'x': 1, 'plz': 1, 'follow': 1}"
4,1685539057,Sun May 03 00:51:06 PDT 2009,NO_QUERY,juju221,finally finised lover avenged making sunday lucnh today come yorkshire puddings,"{'finally': 1, 'finised': 1, 'lover': 1, 'avenged': 1, 'making': 1, 'sunday': 1, 'lucnh': 1, 'today': 1, 'come': 1, 'yorkshire': 1, 'puddings': 1}"
4,1685539064,Sun May 03 00:51:07 PDT 2009,NO_QUERY,nikeasm,leavin tha young joc concert bd wifun wait pee go bed,"{'leavin': 1, 'tha': 1, 'young': 1, 'joc': 1, 'concert': 1, 'bd': 1, 'wifun': 1, 'wait': 1, 'pee': 1, 'go': 1, 'bed': 1}"
4,1685539143,Sun May 03 00:51:08 PDT 2009,NO_QUERY,leslieyuko,stellarsamar sjav yes today sooo much fun lets soon beach time hopefully soon,"{'stellarsamar': 1, 'sjav': 1, 'yes': 1, 'today': 1, 'sooo': 1, 'much': 1, 'fun': 1, 'lets': 1, 'soon': 2, 'beach': 1, 'time': 1, 'hopefully': 1}"
4,1685539154,Sun May 03 00:51:08 PDT 2009,NO_QUERY,littlepinktees,meeza mmm yummy make,"{'meeza': 1, 'mmm': 1, 'yummy': 1, 'make': 1}"
4,1685539200,Sun May 03 00:51:09 PDT 2009,NO_QUERY,Hcm311,finally joined matt shaffer 81,"{'finally': 1, 'joined': 1, 'matt': 1, 'shaffer': 1, '81': 1}"
4,1685539203,Sun May 03 00:51:09 PDT 2009,NO_QUERY,gabysslave,claireprocter sorry see re feeling poorly hope take east feel better soon,"{'claireprocter': 1, 'sorry': 1, 'see': 1, 're': 1, 'feeling': 1, 'poorly': 1, 'hope': 1, 'take': 1, 'east': 1, 'feel': 1, 'better': 1, 'soon': 1}"
4,1685539250,Sun May 03 00:51:10 PDT 2009,NO_QUERY,poppyscorner,buddythepuggy u r right ll try make one today though poppy hairdresser hair short,"{'buddythepuggy': 1, 'u': 1, 'r': 1, 'right': 1, 'll': 1, 'try': 1, 'make': 1, 'one': 1, 'today': 1, 'though': 1, 'poppy': 1, 'hairdresser': 1, 'hair': 1, 'short': 1}"
4,1685539251,Sun May 03 00:51:10 PDT 2009,NO_QUERY,KallieT,greentm didn start discussing abilityjust willingness take taskthe ability lack came later,"{'greentm': 1, 'didn': 1, 'start': 1, 'discussing': 1, 'abilityjust': 1, 'willingness': 1, 'take': 1, 'taskthe': 1, 'ability': 1, 'lack': 1, 'came': 1, 'later': 1}"
4,1685539334,Sun May 03 00:51:11 PDT 2009,NO_QUERY,ms_Sparkle,heyi know minute im back,"{'heyi': 1, 'know': 1, 'minute': 1, 'im': 1, 'back': 1}"
4,1685552570,Sun May 03 00:54:56 PDT 2009,NO_QUERY,stephamie,digital antennae cable room nowww soooooooooo nice ve never tv bedroom thx brother howie,"{'digital': 1, 'antennae': 1, 'cable': 1, 'room': 1, 'nowww': 1, 'soooooooooo': 1, 'nice': 1, 've': 1, 'never': 1, 'tv': 1, 'bedroom': 1, 'thx': 1, 'brother': 1, 'howie': 1}"
4,1685552792,Sun May 03 00:54:59 PDT 2009,NO_QUERY,deadali,yes bored first twitpic maybe ill ue ms next time aha,"{'yes': 1, 'bored': 1, 'first': 1, 'twitpic': 1, 'maybe': 1, 'ill': 1, 'ue': 1, 'ms': 1, 'next': 1, 'time': 1, 'aha': 1}"
4,1685553145,Sun May 03 00:55:05 PDT 2009,NO_QUERY,Relborn,staceyrebecca sounds like fun,"{'staceyrebecca': 1, 'sounds': 1, 'like': 1, 'fun': 1}"
4,1685553194,Sun May 03 00:55:06 PDT 2009,NO_QUERY,moirameow,benchand near bankstown left homebush ten mins ago marathon shopping mum,"{'benchand': 1, 'near': 1, 'bankstown': 1, 'left': 1, 'homebush': 1, 'ten': 1, 'mins': 1, 'ago': 1, 'marathon': 1, 'shopping': 1, 'mum': 1}"
4,1685553285,Sun May 03 00:55:07 PDT 2009,NO_QUERY,pocketlost,leftover chinese soo good youre drunk,"{'leftover': 1, 'chinese': 1, 'soo': 1, 'good': 1, 'youre': 1, 'drunk': 1}"
4,1685553311,Sun May 03 00:55:08 PDT 2009,NO_QUERY,Michske,getting ready go antwerp see talltom14 yay,"{'getting': 1, 'ready': 1, 'go': 1, 'antwerp': 1, 'see': 1, 'talltom14': 1, 'yay': 1}"
4,1685553393,Sun May 03 00:55:09 PDT 2009,NO_QUERY,kimsherrell,oliviawilder glad thank,"{'oliviawilder': 1, 'glad': 1, 'thank': 1}"
4,1685553415,Sun May 03 00:55:09 PDT 2009,NO_QUERY,michhh12,robhoffman turned 19 count least m 12 right right,"{'robhoffman': 1, 'turned': 1, '19': 1, 'count': 1, 'least': 1, 'm': 1, '12': 1, 'right': 2}"
4,1685553526,Sun May 03 00:55:11 PDT 2009,NO_QUERY,rcampbell123,breakfast quiet house gettin ready cckbrighton ccky sunday,"{'breakfast': 1, 'quiet': 1, 'house': 1, 'gettin': 1, 'ready': 1, 'cckbrighton': 1, 'ccky': 1, 'sunday': 1}"
4,1685553538,Sun May 03 00:55:11 PDT 2009,NO_QUERY,GibbyGibsonGaby,barely keep eyes open getting 3 hours sleep good youbut fun anyway,"{'barely': 1, 'keep': 1, 'eyes': 1, 'open': 1, 'getting': 1, '3': 1, 'hours': 1, 'sleep': 1, 'good': 1, 'youbut': 1, 'fun': 1, 'anyway': 1}"
4,1685553620,Sun May 03 00:55:12 PDT 2009,NO_QUERY,tristasutter,shout87 name blakesley grace sutter,"{'shout87': 1, 'name': 1, 'blakesley': 1, 'grace': 1, 'sutter': 1}"
4,1685553655,Sun May 03 00:55:13 PDT 2009,NO_QUERY,Cecyy,hoedown throwdown 8 haha love song catchy im im goin sleep 888,"{'hoedown': 1, 'throwdown': 1, '8': 1, 'haha': 1, 'love': 1, 'song': 1, 'catchy': 1, 'im': 2, 'goin': 1, 'sleep': 1, '888': 1}"
4,1685553821,Sun May 03 00:55:16 PDT 2009,NO_QUERY,emmabberg,drawing slightly irritated oh well nothing listening thefray keep sanity love,"{'drawing': 1, 'slightly': 1, 'irritated': 1, 'oh': 1, 'well': 1, 'nothing': 1, 'listening': 1, 'thefray': 1, 'keep': 1, 'sanity': 1, 'love': 1}"
4,1685553831,Sun May 03 00:55:16 PDT 2009,NO_QUERY,babyele,daughter omg cute sharina,"{'daughter': 1, 'omg': 1, 'cute': 1, 'sharina': 1}"
4,1685553853,Sun May 03 00:55:16 PDT 2009,NO_QUERY,Kristen1980,kyliedunkley m ready holiday u ve really got hooked twitter,"{'kyliedunkley': 1, 'm': 1, 'ready': 1, 'holiday': 1, 'u': 1, 've': 1, 'really': 1, 'got': 1, 'hooked': 1, 'twitter': 1}"
4,1685553880,Sun May 03 00:55:17 PDT 2009,NO_QUERY,JagesAnnan,lilmomz aww could help sometime worries fail writing sometimes darn repetition errors,"{'lilmomz': 1, 'aww': 1, 'could': 1, 'help': 1, 'sometime': 1, 'worries': 1, 'fail': 1, 'writing': 1, 'sometimes': 1, 'darn': 1, 'repetition': 1, 'errors': 1}"
4,1685553899,Sun May 03 00:55:17 PDT 2009,NO_QUERY,Gamerette,kikila like girly colors black matches everything,"{'kikila': 1, 'like': 1, 'girly': 1, 'colors': 1, 'black': 1, 'matches': 1, 'everything': 1}"
4,1685553904,Sun May 03 00:55:17 PDT 2009,NO_QUERY,almselectronica,yokoono re proud oko inspiration re supporting peace foundation nz march peace music,"{'yokoono': 1, 're': 2, 'proud': 1, 'oko': 1, 'inspiration': 1, 'supporting': 1, 'peace': 2, 'foundation': 1, 'nz': 1, 'march': 1, 'music': 1}"
4,1685553921,Sun May 03 00:55:18 PDT 2009,NO_QUERY,Neverm0re,omewan big jukebox music evening see,"{'omewan': 1, 'big': 1, 'jukebox': 1, 'music': 1, 'evening': 1, 'see': 1}"
4,1685553969,Sun May 03 00:55:18 PDT 2009,NO_QUERY,sonyasunshine,ppeggynguyennnn ahaaha yes much oh agree 100 ha,"{'ppeggynguyennnn': 1, 'ahaaha': 1, 'yes': 1, 'much': 1, 'oh': 1, 'agree': 1, '100': 1, 'ha': 1}"
4,1685554015,Sun May 03 00:55:19 PDT 2009,NO_QUERY,SpaceBird,love cute nice richmond city police officersthey rocked tonightas usual adore men uniforms,"{'love': 1, 'cute': 1, 'nice': 1, 'richmond': 1, 'city': 1, 'police': 1, 'officersthey': 1, 'rocked': 1, 'tonightas': 1, 'usual': 1, 'adore': 1, 'men': 1, 'uniforms': 1}"
4,1685554043,Sun May 03 00:55:19 PDT 2009,NO_QUERY,RockstarAtHeart,missmeggydoodle hi friend sale tomorrow noon4 bring stuff add ad craiglist,"{'missmeggydoodle': 1, 'hi': 1, 'friend': 1, 'sale': 1, 'tomorrow': 1, 'noon4': 1, 'bring': 1, 'stuff': 1, 'add': 1, 'ad': 1, 'craiglist': 1}"
4,1685554075,Sun May 03 00:55:20 PDT 2009,NO_QUERY,BwaySaint,want say think cousin lilmiss222 one strongest women know,"{'want': 1, 'say': 1, 'think': 1, 'cousin': 1, 'lilmiss222': 1, 'one': 1, 'strongest': 1, 'women': 1, 'know': 1}"
4,1685554077,Sun May 03 00:55:20 PDT 2009,NO_QUERY,jcremediosPR,thanks technology far away yet close,"{'thanks': 1, 'technology': 1, 'far': 1, 'away': 1, 'yet': 1, 'close': 1}"
4,1685554123,Sun May 03 00:55:21 PDT 2009,NO_QUERY,pauliniunia,daliuhh m gonna watch 4 think anazing d ok post news jonashqcom eg behind scenes,"{'daliuhh': 1, 'm': 1, 'gonna': 1, 'watch': 1, '4': 1, 'think': 1, 'anazing': 1, 'd': 1, 'ok': 1, 'post': 1, 'news': 1, 'jonashqcom': 1, 'eg': 1, 'behind': 1, 'scenes': 1}"
4,1685554124,Sun May 03 00:55:21 PDT 2009,NO_QUERY,ChoffaH,sassygurl08 movie good,"{'sassygurl08': 1, 'movie': 1, 'good': 1}"
4,1685554127,Sun May 03 00:55:21 PDT 2009,NO_QUERY,twinkleboi,ipswich772 cambo rocks,"{'ipswich772': 1, 'cambo': 1, 'rocks': 1}"
4,1685554213,Sun May 03 00:55:22 PDT 2009,NO_QUERY,thesassyonee,sethfan19 m gonna restart computer super quick ll 5 mins,"{'sethfan19': 1, 'm': 1, 'gonna': 1, 'restart': 1, 'computer': 1, 'super': 1, 'quick': 1, 'll': 1, '5': 1, 'mins': 1}"
4,1685554254,Sun May 03 00:55:23 PDT 2009,NO_QUERY,MummaBear,cimota read six reasons buy mac,"{'cimota': 1, 'read': 1, 'six': 1, 'reasons': 1, 'buy': 1, 'mac': 1}"
4,1685554297,Sun May 03 00:55:24 PDT 2009,NO_QUERY,iNashUK,m grateful neil concern thanks mate,"{'m': 1, 'grateful': 1, 'neil': 1, 'concern': 1, 'thanks': 1, 'mate': 1}"
4,1685554337,Sun May 03 00:55:24 PDT 2009,NO_QUERY,kyraleelee,youtube,{'youtube': 1}
4,1685554400,Sun May 03 00:55:26 PDT 2009,NO_QUERY,gypsyjax,cifanic portland amazing definitely breath fresh air,"{'cifanic': 1, 'portland': 1, 'amazing': 1, 'definitely': 1, 'breath': 1, 'fresh': 1, 'air': 1}"
4,1685554417,Sun May 03 00:55:26 PDT 2009,NO_QUERY,alylyflower,hydrielalmeth cool gotta listen soon,"{'hydrielalmeth': 1, 'cool': 1, 'gotta': 1, 'listen': 1, 'soon': 1}"
4,1685554451,Sun May 03 00:55:27 PDT 2009,NO_QUERY,juliadrab,loving new jonas show lt3 colander kristi amp finally going bed night,"{'loving': 1, 'new': 1, 'jonas': 1, 'show': 1, 'lt3': 1, 'colander': 1, 'kristi': 1, 'amp': 1, 'finally': 1, 'going': 1, 'bed': 1, 'night': 1}"
4,1685554530,Sun May 03 00:55:28 PDT 2009,NO_QUERY,skiippiie,yay im finally going able drive soon coz im goin licence tommorrow,"{'yay': 1, 'im': 2, 'finally': 1, 'going': 1, 'able': 1, 'drive': 1, 'soon': 1, 'coz': 1, 'goin': 1, 'licence': 1, 'tommorrow': 1}"
4,1685554532,Sun May 03 00:55:28 PDT 2009,NO_QUERY,ashleyny,m weird deal,"{'m': 1, 'weird': 1, 'deal': 1}"
4,1685554666,Sun May 03 00:55:30 PDT 2009,NO_QUERY,hesa,hurphydurphy oh honey ll find one spent weekend looking current abode getting,"{'hurphydurphy': 1, 'oh': 1, 'honey': 1, 'll': 1, 'find': 1, 'one': 1, 'spent': 1, 'weekend': 1, 'looking': 1, 'current': 1, 'abode': 1, 'getting': 1}"
4,1685554676,Sun May 03 00:55:30 PDT 2009,NO_QUERY,JordanOverboard,agh love blink,"{'agh': 1, 'love': 1, 'blink': 1}"
4,1685554684,Sun May 03 00:55:31 PDT 2009,NO_QUERY,Heidi_vb,morn waitin 4 sun 2 reappear cool havin 2 chase around chillin som coffee jst takin nice n slow haha,"{'morn': 1, 'waitin': 1, '4': 1, 'sun': 1, '2': 2, 'reappear': 1, 'cool': 1, 'havin': 1, 'chase': 1, 'around': 1, 'chillin': 1, 'som': 1, 'coffee': 1, 'jst': 1, 'takin': 1, 'nice': 1, 'n': 1, 'slow': 1, 'haha': 1}"
4,1685554730,Sun May 03 00:55:31 PDT 2009,NO_QUERY,KrissyJill,still 3am good grief good night,"{'still': 1, '3am': 1, 'good': 2, 'grief': 1, 'night': 1}"
4,1685554798,Sun May 03 00:55:32 PDT 2009,NO_QUERY,dwmoook,morning world taking parents meal today ahem forgot ruby anniversary last week blame lisa,"{'morning': 1, 'world': 1, 'taking': 1, 'parents': 1, 'meal': 1, 'today': 1, 'ahem': 1, 'forgot': 1, 'ruby': 1, 'anniversary': 1, 'last': 1, 'week': 1, 'blame': 1, 'lisa': 1}"
4,1685554800,Sun May 03 00:55:32 PDT 2009,NO_QUERY,chastinevegas,drive ins funjust saying,"{'drive': 1, 'ins': 1, 'funjust': 1, 'saying': 1}"
4,1685554911,Sun May 03 00:55:34 PDT 2009,NO_QUERY,bearyhwang,like twitter page background,"{'like': 1, 'twitter': 1, 'page': 1, 'background': 1}"
